run_id,random_seed,model_type,config_type,acc_mean,acc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,tp_mean,tp_std,fp_mean,fp_std,param_n_estimators,param_learning_rate,param_num_leaves,param_min_child_samples,param_colsample_bytree,param_reg_alpha,param_reg_lambda
143,143,lgbm,random,0.6620000000000001,0.015244671200127615,0.659319629401065,0.014299204821271035,0.6635798728111643,0.026071248014898494,0.6612731286225448,0.01815066747715,330.2,13.044539087296261,170.6,8.616263691415208,178.0,0.14602142342174954,53.0,44.0,0.9192559027073458,0.2723008362078637,1.1789374929857381
144,144,lgbm,random,0.6754,0.007391887445030497,0.6742801061864918,0.008721446964603722,0.6728345979491406,0.00846170849802389,0.6735122289536833,0.006666943111602329,334.8,4.019950248448356,161.8,6.43117407632541,316.0,0.10151017457825774,23.0,44.0,0.8555532642735031,0.5079745153204936,1.4180876376839335
145,145,lgbm,random,0.6742,0.010684568311354432,0.6716806251723717,0.013394070400199918,0.6760409848650134,0.01023799290606431,0.6737688039054264,0.009218105011455466,336.4,5.238320341483518,164.6,9.830564581955606,137.0,0.03030446993790147,38.0,36.0,0.8261287768300702,0.7707390295296226,1.6962791587134505
146,146,lgbm,random,0.6618,0.012155657119218207,0.660221939339154,0.0134245232123777,0.6603767181401663,0.01648695710694212,0.6602025182583384,0.012585131974581162,328.6,8.06473806146238,169.2,8.840814442120138,354.0,0.07497309103042094,93.0,19.0,0.666927309890459,0.9023607146649215,1.225663633532224
147,147,lgbm,random,0.6708000000000001,0.012765578717786335,0.6691364795393702,0.009780483704801914,0.6691967063424725,0.031444317898001894,0.6688581950804209,0.018936687537429744,333.0,15.798734126505199,164.6,7.939773296511683,314.0,0.058835382647419,50.0,19.0,0.8456281601353183,0.937811078045349,2.3828322359535354
148,148,lgbm,random,0.6618,0.0059799665550904265,0.6614936956358071,0.00898951542042041,0.6567469071456853,0.012624432097896807,0.6589744085237466,0.005491831732901689,326.8,6.43117407632541,167.4,9.046546302318914,183.0,0.054657011188911336,71.0,24.0,0.5312225629307301,0.5757539121949001,1.7128102619789942
149,149,lgbm,random,0.651,0.00784856674813944,0.6495876789252646,0.008196943702287839,0.6487228592438163,0.016309757067245592,0.6490367466189851,0.009332010432267758,322.8,7.93473376995095,174.2,7.30479294709987,128.0,0.17695554049768736,21.0,33.0,0.9190360939175932,0.909790357768232,2.221963972097451
150,150,lgbm,random,0.6572,0.010087616170334802,0.6575975716814042,0.015735364647721687,0.6507244268825806,0.007175144270976044,0.6539480746851591,0.004498125812311461,323.8,3.54400902933387,169.0,13.535139452550904,328.0,0.16977221540134954,45.0,46.0,0.6745403695779909,0.5568058156759184,1.791238113524163
151,151,lgbm,random,0.6624000000000001,0.014485855169785468,0.660913349620889,0.01767281897164962,0.6615823454784936,0.020777761663210464,0.6610009926981315,0.014157282954562792,329.2,10.225458424931373,169.2,13.466996695625939,318.0,0.05652325516482365,64.0,17.0,0.9001569385371901,0.5744945095930365,2.0399415453017875
152,152,lgbm,random,0.6702,0.020282011734539532,0.668974943179518,0.017714444349361414,0.6667846436045994,0.031122604025454827,0.6677569158605291,0.023485505606806036,331.8,15.663971399361019,164.0,7.536577472566709,320.0,0.07527076044340861,79.0,16.0,0.6626866522660745,0.32093241081432944,1.3110819096512476
153,153,lgbm,random,0.6674,0.01609471963098458,0.6647402163723807,0.015280049620489117,0.6687950999167698,0.028489172014025503,0.6665643386690213,0.019889419755017405,332.8,14.344336861632886,167.8,8.97552226892675,195.0,0.13273302703632162,92.0,17.0,0.7905670518257912,0.9966051317474433,1.7905942023921582
154,154,lgbm,random,0.6666,0.010781465577554852,0.6671967947594861,0.012173067548616636,0.6587565553966368,0.012240621763582971,0.6628891712503643,0.01044729192045417,327.8,6.241794613730893,163.6,8.114185110040317,377.0,0.12458259110172397,39.0,32.0,0.6451656664406809,0.11695670208609432,1.775026183078698
155,155,lgbm,random,0.6716000000000001,0.013865064009949583,0.6733738572255771,0.016312247780432006,0.6611589213998853,0.017736036527082246,0.6670449297503822,0.013554240568314696,329.0,9.09945053286186,159.8,11.923086848631105,354.0,0.1129130219368032,89.0,32.0,0.5533133378281505,0.1854379611656044,0.9802128956250178
156,156,lgbm,random,0.6582,0.012967652061957874,0.6566383511229676,0.012235194693837501,0.6563469168424201,0.022352972689795962,0.6563495945225726,0.015286710769007816,326.6,11.18212859879549,170.8,8.328265125462805,144.0,0.16517441886551715,83.0,20.0,0.774583676777455,0.5965327159933547,1.2140131268290018
157,157,lgbm,random,0.6721999999999999,0.007959899496852968,0.6740470896225683,0.009702439359730225,0.6611670020120723,0.014566177828388763,0.6674280880169444,0.008812530993167417,329.0,7.402702209328699,159.2,7.807688518377255,268.0,0.09366085587280305,51.0,12.0,0.5367229516020656,0.8857325890401884,0.7715830004283635
158,158,lgbm,random,0.671,0.014872793954062552,0.6716868678352055,0.012261035395583797,0.6623871744523365,0.026968398521793377,0.6668561026789079,0.018561374491298275,329.6,13.33566646253572,161.0,5.89915248150105,306.0,0.05325101024336133,65.0,28.0,0.7756083665912601,0.7441971488103182,2.142094357318757
159,159,lgbm,random,0.674,0.006899275324264142,0.673580192905469,0.006159498596107524,0.6692217562402527,0.01590379824171505,0.6712959513565813,0.00913240760340074,333.0,7.720103626247513,161.4,5.4626001134990645,111.0,0.06271829433335971,40.0,22.0,0.7365379736309288,0.2824145110604416,1.8280946410028431
160,160,lgbm,random,0.6648000000000001,0.016485144827995873,0.6656220150742228,0.015478847068691213,0.6555396636849208,0.025452215883541986,0.6604244047277675,0.019324188888476285,326.2,12.765578717786358,163.8,7.95989949685296,254.0,0.07851518623551931,21.0,38.0,0.7466781234987354,0.0033083759146649294,0.7880204346395085
161,161,lgbm,random,0.6748000000000001,0.016951696080333655,0.6757210344559706,0.02185026421604291,0.6680128966570508,0.009738958972383114,0.6716641423828329,0.012816286358083047,332.4,4.6303347611160905,160.0,15.861904047118681,178.0,0.05167442629248821,51.0,46.0,0.7511907372444331,0.04371410032391265,2.1327310594349242
162,162,lgbm,random,0.6782,0.009389355675444359,0.68098817177023,0.008703387712901162,0.6647782275985229,0.02406056082388622,0.6725673166524648,0.013610460925717495,330.8,12.155657119218196,155.0,7.563068160475615,161.0,0.04687972223540658,82.0,49.0,0.9242284793255533,0.30271841790579557,1.1053750472102215
163,163,lgbm,random,0.6654000000000001,0.01080000000000001,0.6654604040849315,0.013737636832405475,0.659575121411198,0.017646664943250265,0.662312911662297,0.011046536316092781,328.2,8.611620056644394,165.2,11.070682002478437,242.0,0.10111344915950261,22.0,17.0,0.6463422993757437,0.8102013340069713,0.5543148318357833
164,164,lgbm,random,0.673,0.013038404810405267,0.67246856328887,0.011316973192232465,0.6684112708378788,0.025614301797120674,0.6702378585944028,0.016275049861611608,332.6,12.705904139414873,162.0,8.049844718999243,220.0,0.05860889767114333,47.0,34.0,0.7430323747390309,0.7117797684855637,0.6579684003458004
165,165,lgbm,random,0.6734,0.004715930449020642,0.6780737655891194,0.007717656273242464,0.6551622990957795,0.025949318821042226,0.6660147966716053,0.011242728814635708,326.0,12.696456198483101,155.0,10.507140429250958,320.0,0.037147476721460446,77.0,39.0,0.5516419074313679,0.6197597295972174,1.169552805760431
166,166,lgbm,random,0.6614000000000001,0.00985088828481981,0.6621400758537586,0.010894970795207728,0.6527348831947508,0.013712096607511158,0.6573279122789972,0.010283413932632837,324.8,6.794115100585211,165.8,7.626270385975048,105.0,0.0557526507533458,96.0,14.0,0.8926337146824461,0.5959530838548679,1.6989667183131152
167,167,lgbm,random,0.6722,0.010205880657738434,0.6712313219991353,0.01624667038935178,0.6708055562289399,0.017493549078218283,0.6706681595570078,0.007437419926224793,333.8,8.97552226892675,164.0,15.362291495737216,366.0,0.05476732482396274,23.0,17.0,0.9832156582555602,0.967243775474068,1.5015986771217842
168,168,lgbm,random,0.667,0.012361229712289966,0.6668204038593506,0.011684352345448543,0.6615742648663063,0.032230696561768496,0.6637535631799436,0.01807989494087559,329.2,16.067358214715945,164.6,11.128342194594845,313.0,0.043888164819232585,65.0,41.0,0.6687481707892988,0.8464454721898408,1.8028610988669476
169,169,lgbm,random,0.6718,0.010342146779078283,0.6688856566899221,0.00879455860915851,0.6740305285528432,0.018981575711041837,0.6713650636565875,0.012671193824370127,335.4,9.54148835350125,166.0,5.176871642217914,391.0,0.04670127724212554,78.0,13.0,0.927794063372582,0.9025598536073296,1.2602629833117571
170,170,lgbm,random,0.6686,0.01845643519209491,0.6653381591314872,0.016836884180039507,0.6716152335700952,0.025730740970242694,0.6683903771960968,0.020545325449031423,334.2,12.921300244170475,168.0,7.874007874011811,139.0,0.06402926738771375,64.0,20.0,0.752219044558678,0.5969377161760959,1.5505136125670995
171,171,lgbm,random,0.6766,0.020145470955031046,0.6782087584725058,0.023063540895066858,0.6675886645172238,0.028778663757684203,0.6724772266419998,0.02078275886940766,332.2,14.510685717773644,158.0,16.516658257650064,122.0,0.10327640867484081,29.0,11.0,0.6136019281865086,0.1577425930112365,1.7230705341145636
172,172,lgbm,random,0.671,0.012441864811996644,0.6709337368618802,0.018139162300647667,0.6668016128901926,0.007616897348971157,0.6686506148431135,0.0072635449424793795,331.8,3.7629775444453557,163.2,14.82430436816514,382.0,0.04828592992343915,51.0,24.0,0.5874892014097743,0.7851754248958366,1.7588279676396745
173,173,lgbm,random,0.6816000000000001,0.018117394956229195,0.6798162135226505,0.015375927764921485,0.6804764328945561,0.028925712373722344,0.6799898687966196,0.020683027122481,338.6,14.263239463740346,159.4,8.212186067059124,329.0,0.03368262012587677,33.0,42.0,0.7408170535517205,0.6936470985889719,1.688260000440332
174,174,lgbm,random,0.6522,0.008657944328765352,0.6533476730517658,0.006816847157251657,0.6414923274587283,0.02703705777094425,0.6470785456092913,0.014072013655933621,319.2,13.287588193498472,169.4,8.357032966310472,168.0,0.1653795046248979,48.0,18.0,0.6420986559869397,0.38969516805746707,1.049653407310252
175,175,lgbm,random,0.6756,0.013260467563400604,0.6735126893851714,0.015935577103353697,0.6764563283314345,0.01583475205477005,0.6748264090628056,0.012150919389410559,336.6,7.683749084919418,163.4,11.586198686368192,376.0,0.09266590014027212,87.0,11.0,0.814130781626996,0.017371559812111248,2.4209961850438644
176,176,lgbm,random,0.6688000000000001,0.008975522268926759,0.6683422326201416,0.00742972843124085,0.6635806808723829,0.014670945586925537,0.6659299185919051,0.010983847918024411,330.2,7.413501197140255,163.8,2.1354156504062622,289.0,0.06189074068948038,44.0,10.0,0.8933325854419415,0.8810090116776624,2.227419193984578
177,177,lgbm,random,0.6634000000000001,0.010229369482035545,0.6651067662353061,0.008232610957661712,0.6515276397339862,0.022178504906322366,0.6581088786910494,0.01405569099890363,324.2,11.034491379306976,163.2,5.491812087098392,149.0,0.14806235587500516,56.0,27.0,0.6408232174407307,0.6272335242881981,1.5991802966503894
178,178,lgbm,random,0.6746000000000001,0.009393614852653873,0.6772623981844952,0.009804012980602623,0.6615556794582759,0.02602709591489061,0.6690022669379527,0.014114166812201862,329.2,13.196969349058895,157.0,9.818350166906862,282.0,0.052411990953639145,35.0,38.0,0.7378108640436893,0.5213366514187823,2.2215664529475876
179,179,lgbm,random,0.6722000000000001,0.009152048950918007,0.6721003998213889,0.014628395557048996,0.6676129063537853,0.011796981294227812,0.6696490035869872,0.006294130851123255,332.2,5.635601121442148,162.4,12.370933675353692,123.0,0.08693273715853742,30.0,44.0,0.6972384652934005,0.028300742738684215,0.8552527400316374
180,180,lgbm,random,0.6518,0.006523802572120042,0.6507484647935791,0.006977073380527464,0.6483188286344573,0.01578201844581049,0.6494144822191876,0.008438547622686466,322.6,7.709734106958552,173.2,6.823488843692792,341.0,0.17422540973342518,49.0,15.0,0.8056877338915471,0.7843884075452996,2.312175743162089
181,181,lgbm,random,0.6772,0.01719767426136451,0.675332018026163,0.01905624991313046,0.677242571897247,0.023794175448741958,0.6760773433687597,0.01810446991799548,337.0,11.949895397031725,162.2,12.796874618437114,353.0,0.053966590442608535,21.0,48.0,0.7528372049549055,0.1421199901561,0.5183909260740318
182,182,lgbm,random,0.6764,0.010836973747315227,0.6737407826490054,0.01030010971958767,0.6780562895444958,0.018923287624705368,0.6757896555430011,0.012699513110428797,337.4,9.393614852653903,163.4,6.8,290.0,0.03942952002312457,92.0,44.0,0.9887014929039428,0.2718843032212668,2.2486496956314337
183,183,lgbm,random,0.6638000000000001,0.019062004091910185,0.6635779482448751,0.017955004281547497,0.6579832408103239,0.033057447918588334,0.6604759963977183,0.022302768839294915,327.4,16.193825983997726,166.0,11.260550608207398,393.0,0.13563047814289741,25.0,33.0,0.7291734574938755,0.15146594921874967,1.6958486894079472
184,184,lgbm,random,0.6754,0.016267759526130188,0.676084844005701,0.016236402016296555,0.6676169466598789,0.021314611326871815,0.6717263061751406,0.0173311823518382,332.2,10.419213022104884,159.2,9.495261976375376,372.0,0.06721404743079595,43.0,34.0,0.6912598787603923,0.058890108248636164,1.6277521119310974
185,185,lgbm,random,0.6612,0.0024819347291981735,0.6641713502468248,0.007078080727511875,0.6462897869142565,0.019204572647155943,0.6548577231532602,0.007075075024593379,321.6,9.769339793455849,162.8,9.744742172063866,356.0,0.14617401225311394,21.0,16.0,0.609816620927432,0.6568132260112238,2.2799238038297265
186,186,lgbm,random,0.6698,0.009453041838477188,0.6702053169180066,0.006636121226564936,0.662781508327071,0.03694857970693036,0.6659024360667449,0.01787608475792524,329.8,18.4,162.4,11.235657524150511,273.0,0.03764098280163358,50.0,10.0,0.9297129139702724,0.6707593440597835,1.7773314775862452
187,187,lgbm,random,0.6626000000000001,0.011288932633336078,0.6641136075890551,0.014136660619781017,0.65234458962611,0.02123831920532591,0.6579186805404692,0.012583528139046165,324.6,10.36532681587995,164.4,11.842297074469968,207.0,0.1155424857324776,99.0,20.0,0.5234154563561593,0.5127709858214969,1.5303239943184574
188,188,lgbm,random,0.6692,0.012734205903785297,0.6720683576981594,0.01617221800849913,0.6555501684807641,0.01788675251178456,0.6635129632372776,0.01270118705721261,326.2,8.840814442120138,159.4,11.723480711802276,374.0,0.1206134625409059,22.0,10.0,0.904467122416429,0.32155545730676904,1.038479946568671
189,189,lgbm,random,0.6766000000000001,0.008428523002282168,0.6786502147902561,0.009221984443643895,0.6652056919832248,0.016738906247181516,0.6717381538848086,0.010061933513361957,331.0,8.07465169527454,156.8,7.166589146867567,163.0,0.06400920597228983,39.0,38.0,0.7492175395763907,0.5476191119614777,1.8985494973414982
190,190,lgbm,random,0.6564000000000001,0.007683749084919424,0.6558181865371265,0.0047029119034354425,0.6511147204512214,0.023382851917934894,0.6532782180059936,0.01317508523547558,324.0,11.781341180018513,170.0,5.403702434442518,178.0,0.13960260252712686,57.0,34.0,0.8452692766106198,0.7426215026307573,1.688091349924788
191,191,lgbm,random,0.6574,0.012289833196589784,0.6554692127227184,0.012167633713264304,0.6567339781661858,0.023897644150460494,0.6559158472412935,0.015579566238871637,326.8,12.139192724394814,171.8,8.840814442120138,103.0,0.06832633894112093,89.0,11.0,0.6086104598966886,0.31387776466292616,2.137124733697909
192,192,lgbm,random,0.6766,0.009414881836751864,0.6753202492374192,0.009028156284627288,0.6744297107948898,0.02192680952818029,0.6746947991339309,0.012532683557089853,335.6,11.038115781237302,161.4,7.709734106958553,198.0,0.0461772232867126,74.0,18.0,0.718702671848187,0.6642680116682651,1.8022601630121982
193,193,lgbm,random,0.6616000000000001,0.014921125962875563,0.6600056123710191,0.011731931289109071,0.6595815859009477,0.03488510834282692,0.6594231306609966,0.021114466060890784,328.2,17.22091751330341,169.0,9.16515138991168,338.0,0.0726996003796947,45.0,18.0,0.8515770653438034,0.8395091781396117,1.788392210039253
194,194,lgbm,random,0.6662,0.0095372952140531,0.6654381672981583,0.009912191134337027,0.662368589044306,0.01961909727077946,0.6637382236357106,0.011453732213573414,329.6,9.951884243699782,165.8,8.423775875461075,325.0,0.09131245127156759,25.0,41.0,0.7596778554786234,0.4283412596246906,0.7015227338661758
195,195,lgbm,random,0.6716,0.014650597257449922,0.6706819102688761,0.017016906760836028,0.668814493386019,0.019540498998705153,0.6695775960953464,0.014963090596839403,332.8,9.662297863344929,163.6,11.723480711802276,391.0,0.04472572553026431,81.0,21.0,0.7138404571098071,0.8789506050758562,0.7681173143984859
196,196,lgbm,random,0.6682,0.012560254774486076,0.6671705018898193,0.015743940482479835,0.6660056725897554,0.01900781066948787,0.6663553267948471,0.01227139224475679,331.4,9.308061022576076,165.6,12.370933675353692,128.0,0.08878802528006066,59.0,25.0,0.5065610874711887,0.26209441877351025,1.3516045026633772
197,197,lgbm,random,0.6656000000000001,0.005351635264103866,0.6624939732504183,0.005992734713465666,0.668805604712613,0.01228542261788827,0.6655574003530063,0.006525790430396154,332.8,6.241794613730893,169.6,5.986651818838306,373.0,0.12915192624707095,56.0,24.0,0.8684272682992709,0.9021805877649903,1.8193316947967226
198,198,lgbm,random,0.6544,0.012877888025604209,0.6545036740076715,0.01232323180030538,0.6466881610950846,0.018613320587168424,0.6505356018416982,0.01504154630722557,321.8,9.537295214053092,169.8,5.2306787322488075,354.0,0.128073044745896,94.0,35.0,0.5976944791540973,0.7852680715474866,1.388864181889534
199,199,lgbm,random,0.6668000000000001,0.007440430095095316,0.664682175135631,0.006713318579010894,0.66680322901263,0.017703222058021037,0.6656291367935341,0.010225397372675034,331.8,8.772684879784522,167.4,5.642694391866353,388.0,0.12127629071463422,86.0,23.0,0.6517771984034864,0.41878694701822894,1.5047035011571324
